time	a	b	c	d	objective_function	worker
2016-11-17 14:40:55	0.927016352908686	1494.11734705791	0.943942353595048	0.96209316351451	1.86253665447327	-1
2016-11-17 14:40:55	0.898833598196507	2740.50777568482	0.512949189171195	0.973303442122415	3.07215585697467	-1
2016-11-17 14:40:55	0.896750052226707	1466.06968156993	0.354043779429048	0.323383209295571	1.95613458963189	-1
2016-11-17 14:40:55	0.954840609943494	1105.13289947994	0.108095824019983	0.545416496694088	0.50326832645728	-1
2016-11-17 14:40:55	0.912170620728284	2454.37586889602	0.740641164360568	0.0607192527968436	2.70653299593775	-1
2016-11-17 14:40:55	0.91601521280989	151.565231986499	0.315618264404354	0.509638840588263	1.77688555985268	0
2016-11-17 14:40:55	0.959677384283726	1657.45859137468	0.0104797548751968	0.478531470490145	0.764219876204955	0
2016-11-17 14:40:56	0.992950060821089	1237.28077843802	0.0603727162388783	0.565904716966881	-0.55763541656749	0
2016-11-17 14:40:56	0.940148834464421	1307.33024597265	0.0603555434206599	0.286458546764746	0.984842340489897	0
2016-11-17 14:40:56	0.993259651638341	830.317294779265	0.0457163371517406	0.343494415266196	-0.5437703630788	0
2016-11-17 14:40:56	0.93905716455992	1371.86734178347	0.557782691361866	0.107236415746292	1.23074766809442	0
2016-11-17 14:40:56	0.976557378806408	1237.28077843802	0.0603727162388783	0.565904716966881	-0.000166977637898413	0
2016-11-17 14:40:56	0.992865898937857	1037.44494888594	0.130794899101601	0.565904716966881	-0.584241362608087	0
2016-11-17 14:40:56	0.979237506266131	1037.44494888594	0.130794899101601	0.489270617077537	-0.169783844928361	0
2016-11-17 14:40:56	0.992865898937857	1125.88022807694	0.130794899101601	0.486246440236795	-0.568618288952107	0
2016-11-17 14:40:57	0.992865898937857	1318.79221584103	0.264610418441004	0.785565257016934	-0.483018628880649	0
2016-11-17 14:40:57	0.956575677679994	883.574074362533	0.0785696180892292	0.385403838542031	0.327416295515332	0
2016-11-17 14:40:57	0.992865898937857	1134.77241431228	0.0869566982209254	0.797592738067726	-0.574841563316758	0
2016-11-17 14:40:57	0.992865898937857	1259.25857929729	0.130794899101601	0.565904716966881	-0.535873290595772	0
2016-11-17 14:40:57	0.979843868804064	186.248400373379	0.0332203508948983	0.276147521593537	2.14850380308225	0
2016-11-17 14:40:57	0.983491353534351	1037.44494888594	0.130794899101601	0.565904716966881	-0.297295725099365	0
2016-11-17 14:40:57	0.988073208788076	1037.44494888594	0.130794899101601	0.565904716966881	-0.438901637653607	0
2016-11-17 14:40:57	0.959827573015739	1037.44494888594	0.163946271715079	0.565904716966881	0.342681934073209	0
2016-11-17 14:40:57	0.986500260532914	1174.90440078027	0.141538550299477	0.565904716966881	-0.338540147932646	0
2016-11-17 14:40:58	0.926088348875242	1037.44494888594	0.15826300405964	0.565904716966881	1.02760273249383	0
2016-11-17 14:40:58	0.992865898937857	1398.52348065574	0.130794899101601	0.448444354807387	-0.489586764183645	0
2016-11-17 14:40:58	0.992865898937857	1037.44494888594	0.130794899101601	0.735231133625475	-0.586485503596876	0
2016-11-17 14:40:58	0.992865898937857	1301.76550522516	0.130794899101601	0.735231133625475	-0.52536521814766	0
2016-11-17 14:40:58	0.949865334775162	1564.41367952789	0.356552159469302	0.998498112669501	1.04847365527535	0
2016-11-17 14:40:58	0.909307274914618	1037.44494888594	0.0308631012723596	0.524240008941885	1.33731584966368	0
2016-11-17 14:40:58	0.988493624848755	1037.44494888594	0.130794899101601	0.735231133625475	-0.453869514276149	0
2016-11-17 14:40:58	0.979343786671583	976.732740608686	0.130794899101601	0.98880348811409	-0.200824581260925	0
